id,name,Food Group,Images,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)",Serving Weight 1 (g),Serving Description 1 (g),Column1
784595,Bagel Whole Grain White,Baked Foods,https://bakecrafters.com/media/W1siZiIsIjIwMjQvMTAvMTEvMXJ5N3lpaTk1aV85NDNfQmFnZWxfV0dXX0IxQ0ZfMV8xODYwXy5qcGciXSxbInAiLCJ0aHVtYiIsIjc1NHg1MjhcdTAwM0UiXV0?sha=23eec289,250,1.53,10.2,48.89,6.12,4.1,0,0,105,2.76,165,51,NULL,26,1 miniature,
784621,Bagel Wheat,Baked Foods,https://www.agatavalentina.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2f582-19.jpg&maintainAspectRatio=true,250,1.53,10.2,48.89,6.12,4.1,0,0,105,2.76,165,51,NULL,NULL,NULL,
784704,Biscuit Cheese,Baked Foods,https://www.allrecipes.com/thmb/i2XM2K4QPpd5l3XC10pBtNrdnYg=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/437218-cheese-garlic-biscuits-ii-Dianne-4x3-1-79ccb5f95e00401a89d539599fd75511.jpg,346,13.61,8.13,48,3.13,1.2,12,3.664,125,2.94,207,18,NULL,30,"1 biscuit (2"" dia)",
784731,Muffin Chocolate,Baked Foods,https://theviewfromgreatisland.com/wp-content/uploads/2021/01/double-chocolate-muffin.jpg,390,18.2,6.39,50.81,26.13,1.9,46,4.647,161,3.05,166,35,NULL,NULL,NULL,
784732,Muffin Whole Wheat,Baked Foods,https://static01.nyt.com/images/2014/02/27/dining/recipes-wholewheatmuffinSUB/recipes-wholewheatmuffinSUB-jumbo.jpg?quality=75&auto=webp,355,17.86,7.2,44.46,20.25,3.5,54,3.044,171,1.69,187,51,NULL,NULL,NULL,
784733,Muffin Wheat,Baked Foods,https://totaste.com/wp-content/uploads/2021/11/whole-wheat-muffins.jpeg,360,17.4,6.61,45.76,20.06,1.8,53,2.961,166,1.94,131,26,NULL,NULL,NULL,
784734,Muffin Whole Grain,Baked Foods,https://www.thespruceeats.com/thmb/bxLiVqU7eBlE-PMZVGsavp4bOnA=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/basic-whole-wheat-muffin-recipe-3376601-hero-01-e8bce778310946b7aea983dada5529f2.jpg,360,17.4,6.61,45.76,20.06,1.8,53,2.961,166,1.94,131,26,NULL,25,1 miniature,
784735,Muffin Wheat Bran,Baked Foods,https://www.yummytummyaarthi.com/wp-content/uploads/2016/07/1-40.jpg,215,5.83,6.22,39.09,14.94,2.4,28,2.999,90,2.4,361,72,NULL,NULL,NULL,
784737,Muffin Oatmeal,Baked Foods,https://preppykitchen.com/wp-content/uploads/2022/02/Oatmeal-Muffin-Blog2.jpg,362,18.29,6.33,43.96,20.82,1.5,55,3.113,172,1.9,124,23,NULL,NULL,NULL,
784739,Muffin Plain,Baked Foods,https://bakecrafters.com/media/W1siZiIsIjIwMjQvMTAvMTEvMXJ5N3lpaTk1aV85NDNfQmFnZWxfV0dXX0IxQ0ZfMV8xODYwXy5qcGciXSxbInAiLCJ0aHVtYiIsIjc1NHg1MjhcdTAwM0UiXV0?sha=23eec289,368,15.62,5.77,51.88,27.65,0.8,48,2.658,163,2.01,118,14,NULL,NULL,NULL,
784740,Muffin Cheese,Baked Foods,https://b2536393.smushcdn.com/2536393/wp-content/uploads/2018/09/Pumpkin-cream-cheese-muffins-1200x628.jpg?lossy=2&strip=1&webp=1,360,22.28,9.5,30.32,2,1,69,5.408,260,2.2,118,17,NULL,NULL,NULL,
784741,Muffin Pumpkin,Baked Foods,https://www.savingdessert.com/wp-content/uploads/2023/10/Pumpkin-Muffin-Recipe-11.jpg,300,12.45,4.84,43.08,22.71,1.4,38,2.142,136,1.93,143,16,NULL,NULL,NULL,
784742,Muffin Zucchini,Baked Foods,https://healthyfoodiegirl.com/wp-content/uploads/2022/08/Zucchini-Banana-Bread-Muffins.jpg,300,12.66,4.92,42.51,22.84,0.9,39,2.16,135,1.7,154,15,NULL,NULL,NULL,
784743,Muffin Carrot,Baked Foods,https://cdn.theliveinkitchen.com/wp-content/uploads/2021/10/19204327/Carrot-Muffins-The-Live-In-Kitchen-8.jpg,307,12.71,4.88,44.14,23.44,1.3,39,2.161,140,1.69,166,14,NULL,NULL,NULL,
784744,Popover,Baked Foods,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2010/10/29/1/IGSP01_Popovers_s4x3.jpg.rend.hgtvcom.1280.720.suffix/1431054936612.webp,265,8.78,10.82,34.8,4.23,1.1,136,4.389,119,2.46,199,21,NULL,31,1 popover,
784823,Cookie Batter Or Dough Raw,Baked Foods,https://www.jennycancook.com/wp-content/uploads/2013/04/whole-wheat-apple-muffins-1.jpg,431,22.18,4.8,54.19,29.26,0.9,42,4.317,53,1.86,72,10,NULL,250,1 cup,
784827,Cookie Biscotti,Baked Foods,https://www.theoliveblogger.com/wp-content/uploads/2022/01/Best-Chocolate-Chip-Biscotti-1536x1024.jpg.webp,366,7.84,7.39,66.57,28.51,1.4,42,1.28,111,2.68,83,14,NULL,32,1 cookie,
784871,Cookie Meringue,Baked Foods,https://www.seriouseats.com/thmb/rEmUC0onR9V2QrAiAMasas4_7xA=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__recipes__20110630-159343-recipe-chocolate-chip-meringue-primary20120of201-7309a4bbe1c94b18a38e1922e1e93778.jpg,339,0.09,5.75,80.75,80.35,0,0,0,5,0.1,153,6,NULL,NULL,NULL,
784930,Pie Apple Diet,Baked Foods,https://skinnyms.com/wp-content/uploads/2013/12/Clean-Eating-Apple-Pie-1.jpg,227,5.33,2.13,44.71,26.64,2.1,0,1.333,6,1,71,6,NULL,85,1 individual serving,
784983,Mixed Fruit Tart Filled With Custard Or Cream Cheese,Baked Foods,https://www.thespruceeats.com/thmb/Bt8u-MhHLXknBBOiV2aMWVZ-70U=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/vanilla-custard-fruit-tart-recipe-101342-hero-01-d911d9c04f914432bbc4700c3e678b2c.jpg,173,8.8,3.5,21.02,11.15,1.4,46,3.844,53,0.68,166,12,NULL,1265,"1 tart (9"" dia)",
784985,Pie Lemon Cream,Baked Foods,https://www.imperialsugar.com/sites/default/files/styles/recipe_image_node_full/public/recipe/Lemon-Cream-Cheese-Pie-imperial.jpg?itok=ldvV4DsF,267,10.82,4.61,38.65,27.84,0.4,54,2.612,68,0.85,114,10,NULL,1154,"1 pie (9"" dia)",
784986,Pie Lemon Cream Individual Size Or Tart,Baked Foods,https://www.hormelhealthlabs.com/wp-content/uploads/Lemon-Tart-Image-1600.jpg,283,12.48,4.68,38.72,24.99,0.5,48,3.032,62,1.01,108,10,NULL,117,1 tart,
784987,Pie Peanut Butter Cream,Baked Foods,https://irepo.primecp.com/2018/05/375462/Peanut-Butter-Cream-Cheese-Pie_Large600_ID-2775298.jpg?v=2775298,293,14.63,7.65,34.08,18.63,1.1,40,3.824,83,1.25,183,32,NULL,1154,"1 pie (9"" dia)",
784988,Pie Pineapple Cream,Baked Foods,https://www.thespruceeats.com/thmb/iVxv3JrDb4O2iJLnvzYJTvg1Sas=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/pineapple-pie-with-cream-cheese-3059234-final-5c92924046e0fb0001c3814a.jpg,201,7.65,3.73,29.86,18.64,0.5,37,2.184,47,0.93,88,11,NULL,1154,"1 pie (9"" dia)",
784991,Pie Raspberry Cream,Baked Foods,https://stordfkenticomedia.blob.core.windows.net/df-us/rms/media/recipesmedia/recipes/retail/x17/1995/sep/18193-fresh-raspberry-cream-cheese-pie-600x600.jpg?ext=.jpg,198,11.31,2.46,23.12,13.89,2.4,20,5.278,21,0.74,89,11,NULL,1154,"1 pie (9"" dia)",
172185,Egg Omelet,Dairy and Egg Products,https://downshiftology.com/wp-content/uploads/2021/12/How-to-Make-an-Omelette-main-1.jpg,154,11.66,10.57,0.64,0.31,0,313,3.319,48,1.48,117,11,617,15,1 tbsp,
172186,Poached Eggs,Dairy and Egg Products,https://jerryjamesstone.com/wp-content/uploads/2013/04/Perfect-Poached-Egg-Main.jpg,143,9.47,12.51,0.71,0.37,0,370,3.113,56,1.75,138,12,538,50,1 large,
172187,Scrambled Eggs,Dairy and Egg Products,https://assets.bonappetit.com/photos/57ace84d53e63daf11a4db61/master/pass/SCRAMBLED-EGG-1-of-1.jpg,149,10.98,9.99,1.61,1.39,0,277,3.331,66,1.31,132,11,578,61,1 large,
172188,Dried Eggs,Dairy and Egg Products,https://survivalfood.ca/wp-content/uploads/Eggs-square-2.jpg,592,43.9,48.05,1.13,0.56,0,1630,15.069,244,7.2,540,34,1029,85,"1 cup, sifted",
173423,Fried Eggs,Dairy and Egg Products,http://1.bp.blogspot.com/-ldaPvPlHAiE/TaM4ogrlF1I/AAAAAAAAHCU/0cfisAjwYVI/s1600/DSC_0051.JPG,196,14.84,13.61,0.83,0.4,0,401,4.323,62,1.89,152,13,787,46,1 large,
173424,Hard Boiled Eggs,Dairy and Egg Products,https://starticles.cachefly.net/wp-content/uploads/2019/02/hard-boiled-eggs.jpg,155,10.61,12.58,1.12,1.12,0,373,3.267,50,1.19,126,10,520,136,"1 cup, chopped",
783936,Egg Creamed,Dairy and Egg Products ,http://2.bp.blogspot.com/-QhqzhrYVlg0/UXK3tnbv_7I/AAAAAAAABTE/pNhd8tBbVwU/s1600/_DSC6291.jpg,150,10.59,7.7,5.57,2.92,0.1,169,3.027,88,0.71,142,12,NULL,139,1 medium egg,
783937,Egg Benedict,Dairy and Egg Products ,https://ericaobrien.com/wp-content/uploads/2021/06/Eggs-Benedict.jpg,287,22.55,12.65,8.25,0.97,0.6,243,11.35,60,1.76,163,14,NULL,149,1 medium egg,
783939,Egg Deviled,Dairy and Egg Products ,https://tse4.mm.bing.net/th?id=OIP.QUZ0--hojQe1OV40SJlBDgHaE8&pid=Api&P=0&h=180,198,15.9,11.52,1.07,1.07,0,343,3.948,46,1.1,116,9,NULL,24,1/2 small egg,
783940,Egg Salad Made With Mayonnaise,Dairy and Egg Products ,https://www.afamilyfeast.com/wp-content/uploads/2013/03/Classic-Egg-Salad-3n.jpg,257,23.14,10.26,1.01,1.01,0,307,4.904,42,1,105,8,NULL,68,1 medium egg,
783941,Egg Salad Made With Light Mayonnaise,Dairy and Egg Products ,https://www.afamilyfeast.com/wp-content/uploads/2013/03/Classic-Egg-Salad-3n.jpg,172,13,9.97,2.82,1.63,0,297,3.292,41,0.97,106,8,NULL,68,1 medium egg,
783942,Egg Salad Made With Mayonnaise-Type Salad Dressing,Dairy and Egg Products ,https://thumbs.dreamstime.com/z/boiled-egg-salad-dressing-mayonnaise-bowl-69716587.jpg,174,12.83,10.07,3.93,2.95,0,299,3.281,41,0.97,107,8,NULL,68,1 medium egg,
783943,Egg Salad Made With Light Mayonnaise-Type Salad Dressing,Dairy and Egg Products ,https://thumbs.dreamstime.com/z/boiled-egg-salad-dressing-mayonnaise-bowl-69716587.jpg,172,13,9.97,2.82,1.63,0,297,3.292,41,0.97,106,8,NULL,68,1 medium egg,
783944,Egg Salad Made With Creamy Dressing,Dairy and Egg Products ,https://irepo.primecp.com/2019/05/409962/Creamy-Mayonnaise-Egg-Salad_ExtraLarge1000_ID-3198828.jpg?v=3198828,212,17.68,10.17,2.12,1.86,0,299,4.029,45,1,113,9,NULL,68,1 medium egg,
783945,Egg Salad Made With Light Creamy Dressing,Dairy and Egg Products ,https://irepo.primecp.com/2019/05/409962/Creamy-Mayonnaise-Egg-Salad_ExtraLarge1000_ID-3198828.jpg?v=3198828,155,11.29,10.17,2.37,2.08,0,292,3.009,41,0.96,106,8,NULL,68,1 medium egg,
783948,Egg Salad Made With Any Type Of Fat Free Dressing,Dairy and Egg Products ,https://www.wholesomeyum.com/wp-content/uploads/2020/08/wholesomeyum-Egg-Salad-Recipe-7.jpg,139,8.82,9.8,4.29,3.14,0.4,291,2.666,40,0.95,109,8,NULL,68,1 medium egg,
783963,Egg Omelet Or Scrambled Egg Made With Margarine,Dairy and Egg Products ,https://tse4.mm.bing.net/th?id=OIP.5wAPQP0jDuoR43DYdKGQDAHaFj&pid=Api&P=0&h=180,172,13.03,11.14,1.85,1.58,0,307,3.761,76,1.45,150,13,NULL,46,1 small egg,
783964,Egg Omelet Or Scrambled Egg Made With Oil,Dairy and Egg Products ,https://tse3.mm.bing.net/th?id=OIP.vcqoRpphCoT1No28DBPV0AHaHa&pid=Api&P=0&h=180,180,13.95,11.16,1.81,1.58,0,308,3.649,76,1.46,149,13,NULL,46,1 small egg,
783965,Egg Omelet Or Scrambled Egg Made With Butter,Dairy and Egg Products ,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/k/Photo/Series/2022-07-How-To-Make-an-Omelet-Step-by-Step/2022_July_K_EDR_OMELET_31904",172,13.05,11.18,1.81,1.58,0,320,5.87,77,1.45,150,13,NULL,46,1 small egg,
784071,Egg White Omelet Scrambled Or Fried Made With Margarine,Dairy and Egg Products ,https://i.ytimg.com/vi/o8askxTxvD0/maxresdefault.jpg,108,6.21,11.5,0.82,0.75,0,0,1.135,8,0.09,173,12,NULL,24,1 small egg white,
784072,Egg White Omelet Scrambled Or Fried Made With Oil,Dairy and Egg Products ,https://www.recipetineats.com/wp-content/uploads/2021/03/Egg-White-Omelette-in-skillet_0.jpg,119,7.38,11.52,0.77,0.75,0,0,0.984,8,0.1,172,12,NULL,24,1 small egg white,
784073,Egg White Omelet Scrambled Or Fried Made With Butter,Dairy and Egg Products ,https://www.eatthis.com/wp-content/uploads/sites/4/2022/10/egg-white-omelet.jpg?quality=82&strip=all,108,6.24,11.55,0.77,0.75,0,16,3.84,9,0.09,174,12,NULL,24,1 small egg white,
784074,Egg White Omelet Scrambled Or Fried Made With Cooking Spray,Dairy and Egg Products ,https://i.ytimg.com/vi/OzoCzkEmcCI/maxresdefault.jpg,64,0.72,12.22,0.96,0.8,0,0,0.034,8,0.09,183,12,NULL,22,1 small egg,
783978,Egg Omelet Or Scrambled Egg With Meat Made With Margarine,Dairy and Egg Products ,https://thumbs.dreamstime.com/z/scrambled-eggs-cheese-pastrami-ham-omelette-scrambled-eggs-cheese-pastrami-ham-omelette-organic-homemade-food-119638328.jpg,220,16.49,14.8,2.21,1.24,0,239,5.073,55,1.35,230,15,NULL,65,1 small egg,
783979,Egg Omelet Or Scrambled Egg With Meat Made With Oil,Dairy and Egg Products ,https://tse3.mm.bing.net/th?id=OIP.kFj0k5TDH6Huq5BA_txRlwHaFj&pid=Api&P=0&h=180,225,17.13,14.82,2.19,1.25,0,239,4.998,55,1.36,229,15,NULL,65,1 small egg,
783980,Egg Omelet Or Scrambled Egg With Meat Made With Butter,Dairy and Egg Products ,https://i.pinimg.com/originals/1f/d2/22/1fd22209e5647aad4f27fa588e4d09d9.jpg,220,16.51,14.83,2.19,1.25,0,247,6.523,56,1.35,230,15,NULL,65,1 small egg,
783981,Egg Omelet Or Scrambled Egg With Meat Made With Animal Fat Or Meat Drippings,Dairy and Egg Products ,https://thumbs.dreamstime.com/b/omelet-made-eggs-bacon-cheese-onion-omelet-made-eggs-bacon-cheese-onion-plate-119214038.jpg,222,16.65,14.93,2.19,1.25,0,243,5.772,56,1.36,231,15,NULL,65,1 small egg,
783982,Egg Omelet Or Scrambled Egg With Meat Made With Cooking Spray,Dairy and Egg Products ,https://img.freepik.com/premium-psd/egg-omelet-with-meat-cheese-served-plate-with-bread_176841-86193.jpg,200,13.98,15.29,2.33,1.28,0,246,4.631,57,1.4,237,16,NULL,65,1 small egg,
783983,Egg Omelet Or Scrambled Egg With Meat Ns As To Type Of Fat,Dairy and Egg Products ,https://i.pinimg.com/originals/08/55/71/08557147378bc3a3f9452127b70579a5.jpg,221,16.68,14.81,2.19,1.25,0,241,5.442,56,1.35,230,15,NULL,65,1 small egg,
783984,Egg Omelet Or Scrambled Egg With Meat Made Without Fat,Dairy and Egg Products ,https://www.noracooks.com/wp-content/uploads/2021/08/sq-1.jpg,198,13.74,15.34,2.27,1.29,0,247,4.628,57,1.4,237,16,NULL,65,1 small egg,
168517,Cabbage Chinese (Pak-Choi) Cooked Boiled Drained With Salt,Vegetables,https://realfood.tesco.com/media/images/RFO-1400x919-Charred-pak-choi-a2bb880f-9222-4b74-9ea4-0e96a9175d3b-0-1400x919.jpg,12,0.16,1.56,1.78,0.83,1,0,0.021,93,1.04,371,11,4249,170,"1 cup, shredded",
168514,Cabbage Common Cooked Boiled Drained With Salt,Vegetables,https://www.thespruceeats.com/thmb/NmWufapzJhTRZn1Thzb58Co9aPk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-cook-boiled-cabbage-3052247-hero-01-b22bf60def23415da8474d558bea5dde.jpg,23,0.06,1.27,5.51,2.79,1.9,0,0,48,0.17,196,15,80,75,"1/2 cup, shredded",
788735,Cabbage Creamed,Vegetables,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/16/94/75/pic166JTr.jpg",79,4.86,2.44,7.16,3.51,1.1,3,1.295,80,0.24,178,15,NULL,200,1 cup,
788093,Cabbage Green Cooked Made With Butter,Vegetables,https://www.thespruceeats.com/thmb/0xQ_mOCB2-nJKiKBjSvSfoVrkr0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/butter-braised-cabbage-2215898-hero-01-5c3bd7fec9e77c000118a7d6.jpg,44,2.52,1.25,5.31,2.69,1.8,7,1.56,47,0.17,190,15,NULL,155,1 cup,
788336,Okra Cooked From Canned Made With Butter,Vegetables,https://www.lanascooking.com/wp-content/uploads/2021/07/southern-fried-okra-feature-1200.jpg,42,2.52,1.83,4.36,2.32,2.4,6,1.509,75,0.27,131,35,NULL,172,1 cup,
788337,Okra Cooked From Canned Made With Margarine,Vegetables,https://www.allrecipes.com/thmb/K9aayVSmgNMJ0I_MOtHcyMJLhMQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9259568-1bf86b34cf7d4e4ab407ccbd56a2857b.jpg,37,1.92,1.81,4.38,2.32,2.4,0,0.391,75,0.27,131,35,NULL,172,1 cup,
788338,Lettuce Cooked Ns As To Fat Added In Cooking,Vegetables,https://static01.nyt.com/images/2022/07/13/dining/13okrarex1-1/13okrarex1-1-threeByTwoMediumAt2X.jpg,50,3.54,1.32,4.29,2.83,1.7,6,1.666,27,0.59,204,10,NULL,86,1 cup,
788339,Lettuce Cooked Fat Not Added In Cooking,Vegetables,https://thewoksoflife.com/wp-content/uploads/2021/07/Chinese-romaine-lettuce-oyster-sauce-6-599x599.jpg,14,0.14,0.9,2.95,1.96,1.2,0,0.018,18,0.41,140,7,NULL,81,1 cup,
788340,Lettuce Cooked Fat Added In Cooking,Vegetables,https://thewoksoflife.com/wp-content/uploads/2021/07/Chinese-romaine-lettuce-oyster-sauce-6-599x599.jpg,50,3.54,1.32,4.29,2.83,1.7,6,1.666,27,0.59,204,10,NULL,86,1 cup,
788341,Luffa Cooked Ns As To Fat Added In Cooking,Vegetables,https://cdn-iladadh.nitrocdn.com/STEJBuivZSeJkAOTrtCmlIxTiOLWjwrK/assets/images/optimized/rev-ac69184/angkorchef.com/wp-content/uploads/2020/03/IMG_8235-web-1.jpg,46,2.95,1.81,4.36,2.32,2.4,0,0.419,75,0.28,131,35,NULL,183,1 cup,
788342,Luffa Cooked Fat Not Added In Cooking,Vegetables,https://cdn-iladadh.nitrocdn.com/STEJBuivZSeJkAOTrtCmlIxTiOLWjwrK/assets/images/optimized/rev-ac69184/angkorchef.com/wp-content/uploads/2020/03/IMG_8235-web-1.jpg,22,0.21,1.86,4.48,2.38,2.5,0,0.045,77,0.28,134,36,NULL,178,1 cup,
788343,Luffa Cooked Fat Added In Cooking,Vegetables,https://cdn-iladadh.nitrocdn.com/STEJBuivZSeJkAOTrtCmlIxTiOLWjwrK/assets/images/optimized/rev-ac69184/angkorchef.com/wp-content/uploads/2020/03/IMG_8235-web-1.jpg,46,2.95,1.81,4.36,2.32,2.4,0,0.419,75,0.28,131,35,NULL,183,1 cup,
788353,Onions Cooked From Fresh Made With Oil,Vegetables,https://healthyrecipesblogs.com/wp-content/uploads/2024/08/sauteed-onions-featured-1-2024.jpg,62,2.29,1.32,9.89,4.61,1.4,0,0.318,22,0.24,162,11,NULL,210,1 cup,
788354,Onions Cooked From Fresh Made With Butter,Vegetables,https://healthyrecipesblogs.com/wp-content/uploads/2024/08/sauteed-onions-featured-1-2024.jpg,59,1.96,1.34,9.88,4.61,1.4,5,1.156,22,0.24,162,11,NULL,210,1 cup,
788355,Onions Cooked From Fresh Made With Margarine,Vegetables,https://healthyrecipesblogs.com/wp-content/uploads/2024/08/sauteed-onions-featured-1-2024.jpg,55,1.51,1.33,9.9,4.6,1.4,0,0.297,22,0.24,162,11,NULL,210,1 cup,
788376,Parsnips Cooked Made With Oil,Vegetables,https://frommybowl.com/wp-content/uploads/2022/01/Roasted_Parsnips_Gremolata_FromMyBowl-11.jpg,93,3.1,1.27,16.43,4.64,3.5,0,0.433,36,0.57,354,28,NULL,161,"1 cup, pieces",
788377,Parsnips Cooked Made With Butter,Vegetables,https://frommybowl.com/wp-content/uploads/2022/01/Roasted_Parsnips_Gremolata_FromMyBowl-11.jpg,89,2.66,1.3,16.41,4.63,3.5,6,1.55,37,0.56,355,28,NULL,161,"1 cup, pieces",
788378,Parsnips Cooked Made With Margarine,Vegetables,https://frommybowl.com/wp-content/uploads/2022/01/Roasted_Parsnips_Gremolata_FromMyBowl-11.jpg,84,2.05,1.28,16.43,4.63,3.5,0,0.405,36,0.56,355,28,NULL,161,"1 cup, pieces",
788304,Mushrooms Cooked From Fresh Made With Oil,Vegetables,https://www.foodandwine.com/thmb/HrDImr-GSXQwCiw1uhW0Ba-GJ98=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/buttery-sauteed-mushrooms-with-fresh-herbs-FT-RECIPE0921-2-89b48a6330d943679192107c46b9b7c4.jpg,52,3.27,2.1,5.11,2.26,2.1,0,0.443,6,1.69,344,12,NULL,4,1 piece,
788305,Mushrooms Cooked From Fresh Made With Butter,Vegetables,https://www.foodandwine.com/thmb/HrDImr-GSXQwCiw1uhW0Ba-GJ98=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/buttery-sauteed-mushrooms-with-fresh-herbs-FT-RECIPE0921-2-89b48a6330d943679192107c46b9b7c4.jpg,48,2.82,2.12,5.1,2.26,2.1,6,1.561,7,1.68,344,12,NULL,4,1 piece,
788306,Mushrooms Cooked From Fresh Made With Margarine,Vegetables,https://www.foodandwine.com/thmb/HrDImr-GSXQwCiw1uhW0Ba-GJ98=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/buttery-sauteed-mushrooms-with-fresh-herbs-FT-RECIPE0921-2-89b48a6330d943679192107c46b9b7c4.jpg,43,2.22,2.1,5.13,2.26,2.1,0,0.415,7,1.68,344,12,NULL,4,1 piece,
787905,Asparagus Cooked From Canned Made With Oil,Vegetables,https://preservinggoodstock.com/wp-content/uploads/2024/05/fullsizeoutput_3263c-1024x578.jpeg,35,2.47,2.09,2.4,1.04,1.6,0,0.395,16,1.79,168,10,NULL,247,1 cup,
787906,Asparagus Cooked From Canned Made With Butter,Vegetables,https://preservinggoodstock.com/wp-content/uploads/2024/05/fullsizeoutput_3263c-1024x578.jpeg,32,2.18,2.11,2.4,1.04,1.6,4,1.124,16,1.79,169,10,NULL,247,1 cup,
787907,Asparagus Cooked From Canned Made With Margarine,Vegetables,https://preservinggoodstock.com/wp-content/uploads/2024/05/fullsizeoutput_3263c-1024x578.jpeg,29,1.79,2.09,2.42,1.03,1.6,0,0.376,16,1.79,169,10,NULL,247,1 cup,
787974,Beans String Green Cooked From Fresh Made With Oil,Vegetables,https://www.recipetineats.com/tachyon/2021/10/Garlic-Sauteed-Green-Beans_08-SQ.jpg?resize=480%2C270,64,3.75,1.81,7.54,3.48,3.1,0,0.537,42,0.63,140,17,NULL,130,"1 cup, fresh",
787975,Beans String Green Cooked From Fresh Made With Butter,Vegetables,https://www.recipetineats.com/tachyon/2021/10/Garlic-Sauteed-Green-Beans_08-SQ.jpg?resize=480%2C270,59,3.2,1.84,7.54,3.47,3.1,8,1.919,43,0.62,141,17,NULL,130,"1 cup, fresh",
787976,Beans String Green Cooked From Fresh Made With Margarine,Vegetables,https://www.recipetineats.com/tachyon/2021/10/Garlic-Sauteed-Green-Beans_08-SQ.jpg?resize=480%2C270,53,2.45,1.81,7.56,3.47,3.1,0,0.502,43,0.62,141,17,NULL,130,"1 cup, fresh",
787926,Beans Lima Immature Cooked From Fresh Made With Oil,Vegetables,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4k3KRjo6uI9T7RwC6UEZirklTviPk5MFWlw&s,142,2.9,6.6,22.89,1.58,5.2,0,0.425,31,2.38,552,72,NULL,175,1 cup,
787927,Beans Lima Immature Cooked From Fresh Made With Butter,Vegetables,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4k3KRjo6uI9T7RwC6UEZirklTviPk5MFWlw&s,138,2.49,6.61,22.87,1.58,5.2,6,1.453,32,2.37,552,72,NULL,175,1 cup,
787928,Beans Lima Immature Cooked From Fresh Made With Margarine,Vegetables,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4k3KRjo6uI9T7RwC6UEZirklTviPk5MFWlw&s,133,1.93,6.59,22.89,1.58,5.2,0,0.399,32,2.37,552,72,NULL,175,1 cup,
787875,Artichoke Cooked From Fresh Made With Oil,Vegetables,https://www.simplyrecipes.com/thmb/3pJbmhT9AeANHlNrLEIWT0pKZLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2014__03__braised-artichokes-horiz-a-1200-3678880b997544c98817ee4b11309c72.jpg,74,2.95,2.8,11.57,0.96,5.5,0,0.434,20,0.6,277,41,NULL,103,1 small globe,
787876,Artichoke Cooked From Fresh Made With Butter,Vegetables,https://www.simplyrecipes.com/thmb/3pJbmhT9AeANHlNrLEIWT0pKZLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2014__03__braised-artichokes-horiz-a-1200-3678880b997544c98817ee4b11309c72.jpg,71,2.54,2.82,11.56,0.96,5.5,6,1.475,21,0.59,277,41,NULL,103,1 small globe,
787877,Artichoke Cooked From Fresh Made With Margarine,Vegetables,https://www.simplyrecipes.com/thmb/3pJbmhT9AeANHlNrLEIWT0pKZLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2014__03__braised-artichokes-horiz-a-1200-3678880b997544c98817ee4b11309c72.jpg,66,1.97,2.8,11.58,0.96,5.5,0,0.408,21,0.59,277,41,NULL,103,1 small globe,
787871,Artichoke Salad In Oil,Vegetables,https://www.simplyrecipes.com/thmb/SSceHB5PqXrAeUYqk6UNtExorMc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2010__05__oil-poached-artichoke-heart-salad-horiz-a-1800-58737f099c3f4fc2b75054e015144e7e.jpg,122,8.57,2.65,10.96,0.91,5.2,0,1.213,19,0.61,262,39,NULL,130,1 cup,
